Institute Code,Institute,Program,Category,Quota,Opening Rank,Closing Rank
800043,"BUNDELKHAND INSTITUTE OF ENGINEERING &
TECHNOLOGY,JHANSI (0043)",Mechanical Engineering (Shift I),BC,Home State,86204,91161
800164,"PRANVEER SINGH INSTITUTE OF
TECHNOLOGY,KANPUR (0164)","Computer Science and Engineering(Data
Science) (Shift I)",OPEN,All India,86514,522158
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)",Mechanical Engineering (Shift I),OPEN,All India,86573,581807
800091,"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR (0091)","Computer Science and Engineering(Artificial Intelligence &
Machine Learning)  (Shift I)",BC(Girl),Home State,86598,96214
800091,"J.S.S. ACADEMY OF TECHNICAL
EDUCATION,GAUTAM BUDDH NAGAR (0091)","Computer Science and Engineering(Data
Science) (Shift I)",BC(Girl),Home State,86632,97975
800091,"J.S.S. ACADEMY OF TECHNICAL
EDUCATION,GAUTAM BUDDH NAGAR (0091)","Electronics and Communication
Engineering (Shift I)",OPEN,Home State,86688,108576
800052,"INSTITUTE OF ENGINEERING &
TECHNOLOGY,LUCKNOW (0052)",Civil Engineering (Shift I),OPEN(FF),Home State,86742,86742
800043,"BUNDELKHAND INSTITUTE OF ENGINEERING &
TECHNOLOGY,JHANSI (0043)",Electrical Engineering (Shift I),BC(AF),Home State,156246,156246
800104,"KAMLA NEHRU INSTITUTE OF
TECHNOLOGY,SULTANPUR (0104)",Civil Engineering (Shift I),EWS(OPEN),Home State,86861,91648
800091,"J.S.S. ACADEMY OF TECHNICAL
EDUCATION,GAUTAM BUDDH NAGAR (0091)","Electronics and Communication
Engineering (Shift I)",OPEN(GIRL),Home State,87003,110411
800027,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD (0027)","Computer Science and Engineering(Artificial Intelligence &
Machine Learning)  (Shift I)",OPEN(GIRL),Home State,87010,101504
800132,"GREATER NOIDA INSTITUTE OF
TECHNOLOGY,GAUTAM BUDDH NAGAR (0132)",Computer Science and Engineering (Shift I),OPEN,All India,87267,369073
800734,"RAJKIYA ENGINEERING COLLEGE,BANDA (0734)",Information Technology (Shift I),OPEN(GIRL),Home State,87270,93425
800735,"RAJKIYA ENGINEERING COLLEGE,BIJNOR (0735)",Electrical Engineering (Shift I),OPEN,All India,87410,150546
800002,"FACULTY OF ENGG, AGRA COLLEGE,AGRA
(0002)",Computer Science and Engineering (Shift I),OPEN,All India,87432,755072
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)",Electrical & Electronics Engineering (Shift I),OPEN,All India,87444,247995
800052,"INSTITUTE OF ENGINEERING &
TECHNOLOGY,LUCKNOW (0052)",Chemical Engineering (Shift I),BC(Girl),Home State,87464,89776
800043,"BUNDELKHAND INSTITUTE OF ENGINEERING &
TECHNOLOGY,JHANSI (0043)",Chemical Engineering (Shift I),OPEN,Home State,87621,99068
800104,"KAMLA NEHRU INSTITUTE OF
TECHNOLOGY,SULTANPUR (0104)",Civil Engineering (Shift I),BC,Home State,87683,93553
800043,"BUNDELKHAND INSTITUTE OF ENGINEERING &
TECHNOLOGY,JHANSI (0043)",Civil Engineering (Shift I),OPEN,Home State,87757,94224
800043,"BUNDELKHAND INSTITUTE OF ENGINEERING &
TECHNOLOGY,JHANSI (0043)",Mechanical Engineering (Shift I),EWS(OPEN),Home State,87854,88551
800734,"RAJKIYA ENGINEERING COLLEGE,BANDA (0734)",Electrical Engineering (Shift I),OPEN,All India,87935,118269
800736,"RAJKIYA ENGINEERING COLLEGE,AZAMGARH
(0736)",Information Technology (Shift I),OPEN,All India,88212,114191
800166,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY
FOR HANDICAPPEDS,KANPUR (0166)",Information Technology (Shift I),OPEN,Home State,88284,91291
800104,"KAMLA NEHRU INSTITUTE OF
TECHNOLOGY,SULTANPUR (0104)",Electronics Engineering (Shift I),OPEN(AF),Home State,88348,88348
,"TECHNOLOGY,JHANSI (0043)",Engineering (Shift I),,,,
800290,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD
(0290)","Computer Science and Engineering(Data
Science) (Shift I)",OPEN,All India,88524,621637
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)","Computer Science and Engineering(Data
Science) (Shift I)",OPEN,Home State,88572,109060
800043,"BUNDELKHAND INSTITUTE OF ENGINEERING &
TECHNOLOGY,JHANSI (0043)",Electrical Engineering (Shift I),BC(Girl),Home State,88730,89150
800082,"MORADABAD INSTITUTE OF TECHNOLOGY,MORADABAD (0082)","Computer Science and Engineering(Artificial Intelligence &
Machine Learning)  (Shift I)",OPEN,All India,88982,565693
800043,"BUNDELKHAND INSTITUTE OF ENGINEERING &
TECHNOLOGY,JHANSI (0043)",Information Technology (Shift I),BC(AF),Home State,90766,90766
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)",Civil Engineering (Shift I),OPEN,All India,88998,330981
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)","Electronics and Communication
Engineering (Shift I)",OPEN,All India,89070,170979
800043,"BUNDELKHAND INSTITUTE OF ENGINEERING &
TECHNOLOGY,JHANSI (0043)",Chemical Engineering (Shift I)(FW),OPEN(TF),Home State,89396,89396
801507,"Chhatrapati Sahu Ji Maharaj University, Kanpur
(1507)","Electronics and Communication
Engineering (Shift I)",OPEN,Home State,89401,234085
800734,"RAJKIYA ENGINEERING COLLEGE,BANDA (0734)",Information Technology (Shift I),EWS(OPEN),Home State,89403,99158
800734,"RAJKIYA ENGINEERING COLLEGE,BANDA (0734)",Electrical Engineering (Shift I)(FW),OPEN(TF),Home State,89487,119334
800110,"INSTITUTE OF ENGG. & RURAL
TECHNOLOGY,ALLAHABAD (0110)",Computer Science and Engineering (Shift I),BC,Home State,89597,108518
800029,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT.
OF ENGG. & TECHNOLOGY),GHAZIABAD (0029)","Electronics and Communication
Engineering (Shift I)",OPEN,All India,89815,268943
800032,"ABES ENGG.COLLEGE,GHAZIABAD (0032)","Computer Science and Engineering(Artificial Intelligence &
Machine Learning)  (Shift I)",OPEN,All India,89888,196551
800030,"INDERPRASTHA ENGG. COLLEGE,GHAZIABAD
(0030)",Computer Science and Engineering (Shift I),OPEN,All India,90072,300808
800192,"G.L. BAJAJ INSTITUTE OF  TECHNOLOGY &
MANAGEMENT,GAUTAM BUDDH NAGAR (0192)",Electronics and Communication Engineering (Shift I),OPEN,All India,90226,766571
800043,"BUNDELKHAND INSTITUTE OF ENGINEERING &
TECHNOLOGY,JHANSI (0043)",Mechanical Engineering (Shift I),BC(AF),Home State,166195,166195
800841,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Computer Science and Engineering (Shift,OPEN(TF),Home State,90265,99228
800029,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT.
OF ENGG. & TECHNOLOGY),GHAZIABAD (0029)","Computer Science and Information
Technology (Shift I)",OPEN,All India,90323,155227
800097,GALGOTIA'S COLLEGE OF ENGG. &,Computer Science and Engineering (Shift I),EWS(OPEN),Home State,90352,105333
800734,"RAJKIYA ENGINEERING COLLEGE,BANDA (0734)",Information Technology (Shift I),BC,Home State,90397,99856
800110,"INSTITUTE OF ENGG. & RURAL
TECHNOLOGY,ALLAHABAD (0110)",Computer Science and Engineering (Shift I),EWS(OPEN),Home State,90741,97370
800166,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY
FOR HANDICAPPEDS,KANPUR (0166)",Information Technology (Shift I),OPEN(GIRL),Home State,90920,92465
800052,"INSTITUTE OF ENGINEERING &
TECHNOLOGY,LUCKNOW (0052)",Computer Science and Engineering (Shift I),SC(Girl),Home State,91116,97206
800166,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY
FOR HANDICAPPEDS,KANPUR (0166)",Computer Science and Engineering (Shift I),BC(Girl),Home State,91150,91150
800052,"INSTITUTE OF ENGINEERING &
TECHNOLOGY,LUCKNOW (0052)",Chemical Engineering (Shift I),OPEN(AF),Home State,91468,91468
800032,"ABES ENGG.COLLEGE,GHAZIABAD (0032)","Computer Science and Engineering(Data
Science) (Shift I)",OPEN,All India,91815,274324
800839,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ
(0839)",Computer Science and Engineering (Shift I),BC,Home State,91936,106400
800043,"BUNDELKHAND INSTITUTE OF ENGINEERING &
TECHNOLOGY,JHANSI (0043)",Chemical Engineering (Shift I),BC(AF),Home State,228361,228361
800166,DR.AMBEDKAR INSTITUTE OF TECHNOLOGY,Information Technology (Shift I),BC,Home State,92004,93185
800839,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ
(0839)",Civil Engineering (Shift I),OPEN,All India,92138,235926
800052,"INSTITUTE OF ENGINEERING &
TECHNOLOGY,LUCKNOW (0052)","Computer Science and Engineering (Self
Finance) (Shift I)",SC,Home State,92272,125976
800841,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA
(0841)",Electrical Engineering (Shift I),OPEN,All India,92275,235792
800192,"G.L. BAJAJ INSTITUTE OF  TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR
(0192)",Computer Science and Engineering (Artificial Intelligence) (Shift I),OPEN,All India,92416,234448
800054,"B.B.D NATIONAL INSTITUTE OF TECH. &
MANAGEMENT,LUCKNOW (0054)",Computer Science and Engineering (Shift I),OPEN,All India,92751,338638
800033,"RAJ KUMAR GOEL INSTT. OF
TECHNOLOGY,GHAZIABAD (0033)","Computer Science and Engineering (Shift
I)(FW)",OPEN(TF),Home State,92908,141314
800091,"J.S.S. ACADEMY OF TECHNICAL
EDUCATION,GAUTAM BUDDH NAGAR (0091)",Electrical Engineering (Shift I),OPEN,All India,92931,160072
,"TECHNOLOGY,JHANSI (0043)",,,,,
800044,"UTTAR PRADESH TEXTILE TECHNOLOGY
INSTITUTE,KANPUR (0044)",Textile Engineering (Shift I)(FW),OPEN(TF),Home State,93137,103602
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)",Computer Science (Shift I),OPEN,Home State,93400,113491
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)",Computer Science (Shift I),OPEN(GIRL),Home State,93454,115659
800840,"RAJKIYA ENGINEERING COLLEGE,MAINPURI
(0840)",Computer Science and Engineering (Shift I),OPEN,Home State,93563,117859
800052,"INSTITUTE OF ENGINEERING &
TECHNOLOGY,LUCKNOW (0052)","Electronics and Communication
Engineering (Shift I)",SC,Home State,93843,127951
800839,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ
(0839)",Electrical Engineering (Shift I),OPEN,All India,93877,174559
800097,"GALGOTIA'S COLLEGE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0097)",Computer Science and Engineering (Shift I),BC,Home State,93957,123266
800122,"SHRI RAM  SWAROOP MEMORIAL COLLEGE OF
ENGG. &  MANAGEMENT,LUCKNOW (0122)",Mechanical Engineering (Shift I),OPEN,All India,94250,94250
800091,"J.S.S. ACADEMY OF TECHNICAL
EDUCATION,GAUTAM BUDDH NAGAR (0091)","Electrical & Electronics Engineering (Shift
I)(FW)",OPEN(TF),Home State,94269,112925
800192,"G.L. BAJAJ INSTITUTE OF  TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR
(0192)",Information Technology (Shift I)(FW),OPEN(TF),Home State,94294,123753
800166,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY
FOR HANDICAPPEDS,KANPUR (0166)",Information Technology (Shift I),EWS(OPEN),Home State,94436,100191
800043,"BUNDELKHAND INSTITUTE OF ENGINEERING &
TECHNOLOGY,JHANSI (0043)",Civil Engineering (Shift I),EWS(OPEN),Home State,94529,96406
800282,"J.P..INSTITUTE OF ENGINEERING &
TECHNOLOGY,MEERUT (0282)",Computer Science and Engineering (Shift I),OPEN,All India,94626,579885
800029,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD (0029)","Computer Science and Engineering(Artificial Intelligence &
Machine Learning)  (Shift I)",OPEN(GIRL),Home State,94776,132352
800043,"BUNDELKHAND INSTITUTE OF ENGINEERING &
TECHNOLOGY,JHANSI (0043)",Chemical Engineering (Shift I),BC,Home State,95089,104707
800110,"INSTITUTE OF ENGG. & RURAL
TECHNOLOGY,ALLAHABAD (0110)",Computer Science and Engineering (Shift I),OPEN(AF),Home State,95098,95098
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)","Computer Science and Engineering(Data
Science) (Shift I)",OPEN(GIRL),Home State,95107,112622
800027,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD (0027)","Computer Science and
Engineering(Artificial Intelligence & Machine Learning)  (Shift I)",EWS(OPEN),Home State,95442,107344
800043,"BUNDELKHAND INSTITUTE OF ENGINEERING &
TECHNOLOGY,JHANSI (0043)",Civil Engineering (Shift I),BC,Home State,95508,102655
800840,"RAJKIYA ENGINEERING COLLEGE,MAINPURI
(0840)",Electrical Engineering (Shift I),OPEN,All India,95570,219779
800082,"MORADABAD INSTITUTE OF
TECHNOLOGY,MORADABAD (0082)",Mechanical Engineering (Shift I),OPEN,All India,95775,95775
800122,"SHRI RAM  SWAROOP MEMORIAL COLLEGE OF
ENGG. &  MANAGEMENT,LUCKNOW (0122)","Computer Science and Engineering (Shift
I)(FW)",OPEN(TF),Home State,95829,122464
800043,"BUNDELKHAND INSTITUTE OF ENGINEERING &
TECHNOLOGY,JHANSI (0043)",Mechanical Engineering (Shift I),OPEN(GIRL),Home State,96202,105284
800029,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD (0029)","Computer Science and Engineering(Artificial Intelligence &
Machine Learning)  (Shift I)",OPEN,Home State,96430,125033
800166,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY
FOR HANDICAPPEDS,KANPUR (0166)",Information Technology (Shift I),BC(Girl),Home State,96600,96600
800032,"ABES ENGG.COLLEGE,GHAZIABAD (0032)",Information Technology (Shift I)(FW),OPEN(TF),Home State,96615,114817
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)","Computer Science and
Engineering(Artificial Intelligence &",BC,Home State,96801,110716
800044,"UTTAR PRADESH TEXTILE TECHNOLOGY
INSTITUTE,KANPUR (0044)",Textile Technology (Shift I),OPEN,All India,97106,198120
800737,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR
NAGAR (0737)",Civil Engineering (Shift I),OPEN,All India,97426,191760
800052,"INSTITUTE OF ENGINEERING &
TECHNOLOGY,LUCKNOW (0052)",Civil Engineering (Shift I),BC(FF),Home State,258597,258597
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)","Computer Science and Information
Technology (Shift I)",OPEN,Home State,97482,119595
800839,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ
(0839)",Computer Science and Engineering (Shift I),OPEN(AF),Home State,97773,97773
800166,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY
FOR HANDICAPPEDS,KANPUR (0166)",Chemical Engineering (Shift I),OPEN,All India,98085,146586
800122,"SHRI RAM  SWAROOP MEMORIAL COLLEGE OF
ENGG. &  MANAGEMENT,LUCKNOW (0122)",Information Technology (Shift I)(FW),OPEN(TF),Home State,98111,137196
800143,"I.M.S. ENGINEERING COLLEGE,GHAZIABAD
(0143)",Computer Science and Engineering (Shift I),OPEN,All India,98277,454319
800501,"R.V.INSTITUTE OF TECHNOLOGY,BIJNAUR
(0501)",Computer Science and Engineering (Shift I),OPEN,All India,98530,833458
801511,"Khwaja Moinuddin Chisti Urdu Arbi-Pharsi
University, Lucknow (1511)",Computer Science and Engineering (Shift I),OPEN(GIRL),Home State,98715,353033
,"TECHNOLOGY,LUCKNOW (0052)",,,,,
800736,"RAJKIYA ENGINEERING COLLEGE,AZAMGARH
(0736)",Information Technology (Shift I)(FW),OPEN(TF),Home State,98768,107358
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)","Computer Science and Information
Technology (Shift I)",OPEN(GIRL),Home State,99151,123214
800091,"J.S.S. ACADEMY OF TECHNICAL
EDUCATION,GAUTAM BUDDH NAGAR (0091)",Information Technology (Shift I),BC(Girl),Home State,99157,103163
800839,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ
(0839)",Computer Science and Engineering (Shift I),EWS(OPEN),Home State,99573,112905
800029,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT.
OF ENGG. & TECHNOLOGY),GHAZIABAD (0029)",Computer Science and Engineering (Shift I),BC,Home State,100356,123403
800110,"INSTITUTE OF ENGG. & RURAL
TECHNOLOGY,ALLAHABAD (0110)",Electrical Engineering (Shift I),OPEN,All India,100406,166114
801510,"Dr. Bhim Rao Ambedkar University, Agra (1510)",Computer Science and Engineering (Shift I),OPEN(GIRL),Home State,100497,300834
800052,"INSTITUTE OF ENGINEERING &
TECHNOLOGY,LUCKNOW (0052)",Computer Science and Engineering (Shift I),BC(AF),Home State,35936,35936
800043,"BUNDELKHAND INSTITUTE OF ENGINEERING &
TECHNOLOGY,JHANSI (0043)",Chemical Engineering (Shift I),EWS(OPEN),Home State,100570,102417
800735,"RAJKIYA ENGINEERING COLLEGE,BIJNOR (0735)",Information Technology (Shift I),OPEN,Home State,100746,104391
800104,"KAMLA NEHRU INSTITUTE OF
TECHNOLOGY,SULTANPUR (0104)",Mechanical Engineering (Shift I),BC(Girl),Home State,100863,102588
801503,"M. J. P. Ruhelkhand University, Bareilly (1503)","Electronics and Communication
Engineering (Shift I)",OPEN,Home State,101344,568539
800110,"INSTITUTE OF ENGG. & RURAL
TECHNOLOGY,ALLAHABAD (0110)",Electronics Engineering (Shift I),OPEN,All India,101391,137926
801502,"Veer Bahadur Singh Purvanchal University,
Jaunpur (1502)",Computer Science and Engineering (Shift I),OPEN,Home State,101411,336752
800841,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA
(0841)",Computer Science and Engineering (Shift I),OPEN,Home State,101428,127727
801501,"Dr. Rammanohar Lohiya University, Ayodhya
(1501)",Computer Science and Engineering (Shift I),OPEN,Home State,101551,238939
800056,"BABU BANARASI DAS NORTHERN INDIA
INSTITUTE OF TECHNOLOGY,LUCKNOW (0056)","Computer Science and Engineering (Shift
I)(FW)",OPEN(TF),Home State,101570,231193
800029,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT.
OF ENGG. & TECHNOLOGY),GHAZIABAD (0029)",Computer Science and Engineering (Shift I),EWS(OPEN),Home State,101612,121156
800029,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT.
OF ENGG. & TECHNOLOGY),GHAZIABAD (0029)","Electronics and Communication
Engineering (Shift I)(FW)",OPEN(TF),Home State,101737,137484
800052,"INSTITUTE OF ENGINEERING &
TECHNOLOGY,LUCKNOW (0052)","Electronics and Communication
Engineering (Shift I)",OPEN(FF),Home State,101768,101768
800290,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD
(0290)","Computer Science and Engineering
(Artificial Intelligence) (Shift I)(FW)",OPEN(TF),Home State,101820,215914
800734,"RAJKIYA ENGINEERING COLLEGE,BANDA (0734)",Mechanical Engineering (Shift I),OPEN,All India,101954,136695
800104,"KAMLA NEHRU INSTITUTE OF
TECHNOLOGY,SULTANPUR (0104)",Computer Science and Engineering (Shift I),SC,Home State,102554,114424
800052,"INSTITUTE OF ENGINEERING &
TECHNOLOGY,LUCKNOW (0052)",Electrical Engineering (Shift I),BC(AF),Home State,68396,68396
800097,"GALGOTIA'S COLLEGE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0097)",Computer Science and Engineering (Shift I),OPEN(AF),Home State,102735,134557
800508,"BABU BANARASI DAS
ENGINEERING,COLLEGE,LUCKNOW (0508)","Computer Science and Engineering
(Artificial Intelligence) (Shift I)",OPEN,All India,102816,527485
800044,"UTTAR PRADESH TEXTILE TECHNOLOGY
INSTITUTE,KANPUR (0044)",Textile Chemistry (Shift I)(FW),OPEN(TF),Home State,102851,288837
800097,"GALGOTIA'S COLLEGE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0097)","Computer Science and Engineering
(Artificial Intelligence) (Shift I)",OPEN,Home State,103100,122659
800043,BUNDELKHAND INSTITUTE OF ENGINEERING &,Civil Engineering (Shift I),OPEN(GIRL),Home State,103853,111115
800841,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA
(0841)",Computer Science and Engineering (Shift I),OPEN(GIRL),Home State,104065,116315
800104,"KAMLA NEHRU INSTITUTE OF
TECHNOLOGY,SULTANPUR (0104)",Civil Engineering (Shift I),OPEN(AF),Home State,104209,158906
800044,"UTTAR PRADESH TEXTILE TECHNOLOGY
INSTITUTE,KANPUR (0044)",Textile Engineering (Shift I),OPEN,All India,104210,190215
800290,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD
(0290)",Computer Science and Engineering (Shift I),OPEN,All India,104223,251440
800053,"AZAD INSTITUTE OF ENGINEERING &
TECHNOLOGY,LUCKNOW (0053)",Civil Engineering (Shift I),OPEN,All India,104260,171995
801503,"M. J. P. Ruhelkhand University, Bareilly (1503)","Electronics and Communication
Engineering (Shift I)",OPEN(GIRL),Home State,104403,460553
800110,"INSTITUTE OF ENGG. & RURAL
TECHNOLOGY,ALLAHABAD (0110)",Computer Science and Engineering (Shift I),BC(Girl),Home State,104810,126162
800128,"BHARAT INSTITUTE OF TECHNOLOGY,MEERUT
(0128)",Computer Science and Engineering (Shift I),OPEN,All India,105117,560278
,"TECHNOLOGY,LUCKNOW (0052)",,,,,
800097,"GALGOTIA'S COLLEGE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0097)",Computer Science and Engineering (Shift I),BC(Girl),Home State,105209,117902
800839,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ
(0839)",Computer Science and Engineering (Shift I),BC(Girl),Home State,105253,109654
800735,"RAJKIYA ENGINEERING COLLEGE,BIJNOR (0735)",Information Technology (Shift I),BC,Home State,105287,111535
800839,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Computer Science and Engineering (Shift I),SC,Home State,105334,210811
800043,"BUNDELKHAND INSTITUTE OF ENGINEERING &
TECHNOLOGY,JHANSI (0043)",Electrical Engineering (Shift I),OPEN(AF),Home State,105820,107612
800044,"UTTAR PRADESH TEXTILE TECHNOLOGY
INSTITUTE,KANPUR (0044)",Textile Chemistry (Shift I),OPEN,All India,106273,372255
800382,"KAMLA NEHRU INSTITUTE OF PHYSICAL &
SOCIAL SCIENCES,SULTANPUR (0382)",Computer Science and Engineering (Shift I),OPEN,Home State,106451,197001
800110,"INSTITUTE OF ENGG. & RURAL
TECHNOLOGY,ALLAHABAD (0110)",Electrical Engineering (Shift I)(FW),OPEN(TF),Home State,106620,117789
800133,"NOIDA INSTITUTE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0133)",Information Technology (Shift I)(FW),OPEN(TF),Home State,106725,174863
800734,"RAJKIYA ENGINEERING COLLEGE,BANDA (0734)",Mechanical Engineering (Shift I)(FW),OPEN(TF),Home State,106994,138122
800091,"J.S.S. ACADEMY OF TECHNICAL
EDUCATION,GAUTAM BUDDH NAGAR (0091)",Mechanical Engineering (Shift I)(FW),OPEN(TF),Home State,107018,566309
800027,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD (0027)","Computer Science and Engineering(Artificial Intelligence &
Machine Learning)  (Shift I)",BC(Girl),Home State,107099,154149
800737,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR
NAGAR (0737)",Information Technology (Shift I),OPEN,Home State,107306,114961
800187,"FEROZ GANDHI INSTITUTE OF ENGINEERING
&TECHNOLOGY,RAIBAREILLY (0187)",Aeronautical Engineering (Shift I),OPEN,All India,107525,214426
800052,"INSTITUTE OF ENGINEERING &
TECHNOLOGY,LUCKNOW (0052)",Mechanical Engineering (Shift I),BC(AF),Home State,117114,117114
800104,"KAMLA NEHRU INSTITUTE OF
TECHNOLOGY,SULTANPUR (0104)",Civil Engineering (Shift I),BC(Girl),Home State,108023,112155
800097,"GALGOTIA'S COLLEGE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0097)","Electronics and Communication
Engineering (Shift I)(FW)",OPEN(TF),Home State,108096,139734
800097,"GALGOTIA'S COLLEGE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0097)",Computer Science And Design (Shift I),OPEN,All India,108424,168674
800097,"GALGOTIA'S COLLEGE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0097)","Electronics and Communication
Engineering (Shift I)",OPEN,All India,108476,263269
800109,"ALIGARH COLLEGE OF ENGG. & TECH,ALIGARH
(0109)","Computer Science and Engineering (Shift
I)(FW)",OPEN(TF),Home State,108510,362811
800382,"KAMLA NEHRU INSTITUTE OF PHYSICAL &
SOCIAL SCIENCES,SULTANPUR (0382)",Mechanical Engineering (Shift I),OPEN,All India,108695,542551
800840,"RAJKIYA ENGINEERING COLLEGE,MAINPURI
(0840)",Computer Science and Engineering (Shift I),OPEN(GIRL),Home State,108897,125328
800091,"J.S.S. ACADEMY OF TECHNICAL
EDUCATION,GAUTAM BUDDH NAGAR (0091)","Electronics and Communication
Engineering (Shift I)",BC,Home State,109066,142842
800097,"GALGOTIA'S COLLEGE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0097)","Computer Science and Engineering
(Artificial Intelligence) (Shift I)",OPEN(GIRL),Home State,109071,130735
800735,"RAJKIYA ENGINEERING COLLEGE,BIJNOR (0735)",Information Technology (Shift I),OPEN(GIRL),Home State,109125,112589
800052,"INSTITUTE OF ENGINEERING &
TECHNOLOGY,LUCKNOW (0052)","Electronics and Communication
Engineering (Shift I)",SC(Girl),Home State,109221,129154
801505,"D. D. U. Gorakhpur University, Gorakhpur
(1505)",Computer Science (Shift I),OPEN(GIRL),Home State,110157,133837
800052,"INSTITUTE OF ENGINEERING &
TECHNOLOGY,LUCKNOW (0052)",Chemical Engineering (Shift I),BC(AF),Home State,119118,119118
800841,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA
(0841)",Electronics Engineering (Shift I)(FW),OPEN(TF),Home State,110575,156636
800091,"J.S.S. ACADEMY OF TECHNICAL
EDUCATION,GAUTAM BUDDH NAGAR (0091)","Electronics and Communication
Engineering (Shift I)",EWS(OPEN),Home State,110670,131687
800166,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY
FOR HANDICAPPEDS,KANPUR (0166)",Electronics Engineering (Shift I)(FW),OPEN(TF),Home State,110682,114506
800736,"RAJKIYA ENGINEERING COLLEGE,AZAMGARH
(0736)",Civil Engineering (Shift I),OPEN,All India,110834,224821
800734,"RAJKIYA ENGINEERING COLLEGE,BANDA (0734)",Information Technology (Shift I),BC(Girl),Home State,110861,110861
800737,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR
NAGAR (0737)",Civil Engineering (Shift I)(FW),OPEN(TF),Home State,110974,148824
800110,"INSTITUTE OF ENGG. & RURAL
TECHNOLOGY,ALLAHABAD (0110)",Civil Engineering (Shift I)(FW),OPEN(TF),Home State,110993,164618
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)",Information Technology (Shift I),OPEN(GIRL),Home State,111175,137343
800166,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY
FOR HANDICAPPEDS,KANPUR (0166)",Electronics Engineering (Shift I),OPEN,Home State,111477,117279
,"TECHNOLOGY,LUCKNOW (0052)",,,,,
