Institute Code,Institute,Program,Category,Quota,Opening Rank,Closing Rank
800423,"SCHOOL OF MANAGEMENT SCIENCE (SMS
INSTITUTE OF TECHNOLOGY),LUCKNOW (0423)","Artificial Intelligence (AI) And Data Science
(Shift I)",OPEN,All India,354219,354219
800110,"INSTITUTE OF ENGG. & RURAL
TECHNOLOGY,ALLAHABAD (0110)",Civil Engineering (Shift I),SC,Home State,354335,763406
800796,"ADHUNIK COLLEGE OF ENGG.,GHAZIABAD
(0796)",Civil Engineering (Shift I),OPEN,All India,354937,354937
800751,"KIPM COLLEGE OF ENGG. &
TECHNOLOGY,GORAKHPUR (0751)",Electrical Engineering (Shift I),OPEN,All India,354958,354958
800091,"J.S.S. ACADEMY OF TECHNICAL
EDUCATION,GAUTAM BUDDH NAGAR (0091)","Electronics and Communication
Engineering (Shift I)",SC(Girl),Home State,355570,434956
800004,"RAJA BALWANT SINGH ENGINEERING
TECHNICAL CAMPUS,AGRA (0004)",Chemical Engineering (Shift I),OPEN,All India,356234,520891
800110,"INSTITUTE OF ENGG. & RURAL
TECHNOLOGY,ALLAHABAD (0110)",Civil Engineering (Shift I),EWS(OPEN),Home State,356807,456530
800032,"ABES ENGG.COLLEGE,GHAZIABAD (0032)","Computer Science and Engineering(Data
Science) (Shift I)",EWS(OPEN),Home State,357281,441580
800068,"MEERUT INSTITUTE OF ENGINEERING &
TECHNOLOGY,MEERUT (0068)",Chemical Engineering (Shift I),OPEN,All India,357424,357424
800423,"SCHOOL OF MANAGEMENT SCIENCE (SMS
INSTITUTE OF TECHNOLOGY),LUCKNOW (0423)",Computer Science and Engineering (Shift I),OPEN,All India,357915,755807
800839,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ
(0839)",Civil Engineering (Shift I),EWS(OPEN),Home State,359139,443706
800192,G.L. BAJAJ INSTITUTE OF  TECHNOLOGY &,Information Technology (Shift I),BC,Home State,360046,746796
,,Machine Learning)  (Shift I)(FW),,,,
800216,"IIMT COLLEGE OF ENGINEERING,GAUTAM
BUDDH NAGAR (0216)","Computer Science and Engineering
(Artificial Intelligence) (Shift I)(FW)",OPEN(TF),Home State,360709,390450
800054,B.B.D NATIONAL INSTITUTE OF TECH. &,Computer Science and Engineering (Shift I),OPEN,Home State,362235,733274
800492,"KCC INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR
(0492)",Computer Science and Engineering (Shift I)(FW),OPEN(TF),Home State,362288,655670
800052,"INSTITUTE OF ENGINEERING &
TECHNOLOGY,LUCKNOW (0052)",Chemical Engineering (Shift I),ST,Home State,363481,363481
800132,"GREATER NOIDA INSTITUTE OF
TECHNOLOGY,GAUTAM BUDDH NAGAR (0132)",Information Technology (Shift I),OPEN,All India,363973,749778
800161,"KRISHNA  ENGG. COLLEGE,GHAZIABAD (0161)","Computer Science and Engineering
(Artificial Intelligence) (Shift I)",OPEN,All India,364219,594561
800054,"B.B.D NATIONAL INSTITUTE OF TECH. &
MANAGEMENT,LUCKNOW (0054)",Electrical Engineering (Shift I),OPEN,All India,364870,501734
801511,"Khwaja Moinuddin Chisti Urdu Arbi-Pharsi
University, Lucknow (1511)",Computer Science and Engineering (Shift I),BC,Home State,364951,537965
800525,"BUDDHA INSTITUTE OF
TECHNOLOGY,GORAKHPUR (0525)","Computer Science and Engineering (Shift
I)(FW)",OPEN(TF),Home State,364979,554851
800010,"UNITED COLLEGE OF ENGINEERING &
RESEARCH,ALLAHABAD (0010)",Computer Science and Engineering (Shift I),OPEN(GIRL),Home State,366099,656234
800032,"ABES ENGG.COLLEGE,GHAZIABAD (0032)",Information Technology (Shift I),BC,Home State,367139,527475
800091,"J.S.S. ACADEMY OF TECHNICAL
EDUCATION,GAUTAM BUDDH NAGAR (0091)",Computer Science and Engineering (Shift I),ST,Home State,368653,368653
800734,"RAJKIYA ENGINEERING COLLEGE,BANDA (0734)",Information Technology (Shift I),BC(AF),Home State,185994,185994
800044,"UTTAR PRADESH TEXTILE TECHNOLOGY
INSTITUTE,KANPUR (0044)",Textile Technology (Shift I),OPEN(GIRL),Home State,368897,399132
800363,"AMBALIKA INSTITUTE OF MANAGEMENT &
TECHNOLOGY,LUCKNOW (0363)",Information Technology (Shift I),OPEN,All India,369120,789835
800840,"RAJKIYA ENGINEERING COLLEGE,MAINPURI
(0840)",Civil Engineering (Shift I),BC,Home State,369302,409221
801512,"Lucknow University, Lucknow (1512)",Electrical Engineering (Shift I),OPEN(AF),Home State,369356,552612
801506,"Ch. Charan Singh University Campus (SCRIET)
Meerut (1506)","Electronics and Communication
Engineering (Shift I)",OPEN,Home State,369488,595087
801508,"Bundelkhand University, Jhansi (1508)","Electronics and Communication
Engineering (Shift I)",BC,Home State,369556,485025
801505,"D. D. U. Gorakhpur University, Gorakhpur
(1505)","Electronics and Communication
Engineering (Shift I)",BC(Girl),Home State,370025,654078
800737,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR
NAGAR (0737)",Electrical Engineering (Shift I),SC,Home State,370498,774567
801509,"Dr. Shakuntala Misra National Rehabilitation
University, Lucknow (1509)",Electrical Engineering (Shift I),OPEN,Home State,371221,605474
800091,"J.S.S. ACADEMY OF TECHNICAL
EDUCATION,GAUTAM BUDDH NAGAR (0091)",Information Technology (Shift I),ST,Home State,371383,371383
800192,"G.L. BAJAJ INSTITUTE OF  TECHNOLOGY &
MANAGEMENT,GAUTAM BUDDH NAGAR (0192)",Information Technology (Shift I),BC(Girl),Home State,371393,506836
801155,"INDIAN INSTITUTE OF HANDLOOM
TECHNOLOGY,VARANASI (1155)",Handloom & Textile Technology (Shift I),OPEN(GIRL),Home State,371980,628814
800132,"GREATER NOIDA INSTITUTE OF
TECHNOLOGY,GAUTAM BUDDH NAGAR (0132)",Computer Science and Engineering (Shift I),OPEN(GIRL),Home State,372489,652277
800032,"ABES ENGG.COLLEGE,GHAZIABAD (0032)",Information Technology (Shift I),BC(Girl),Home State,372561,540318
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)",Computer Science and Engineering (Shift I),ST,Home State,372849,387766
800133,"NOIDA INSTITUTE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0133)",Computer Science and Engineering (Shift I),BC,Home State,372854,722832
800054,"B.B.D NATIONAL INSTITUTE OF TECH. &
MANAGEMENT,LUCKNOW (0054)","Electronics and Communication
Engineering (Shift I)(FW)",OPEN(TF),Home State,372942,391418
800032,"ABES ENGG.COLLEGE,GHAZIABAD (0032)",Information Technology (Shift I),EWS(OPEN),Home State,373625,499344
800029,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT.
OF ENGG. & TECHNOLOGY),GHAZIABAD (0029)","Computer Science and Information
Technology (Shift I)",SC,Home State,375170,626525
800027,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD (0027)","Computer Science and Engineering(Artificial Intelligence &
Machine Learning)  (Shift I)",SC(Girl),Home State,375404,798897
801506,Ch. Charan Singh University Campus (SCRIET),Computer Science and Engineering (Shift I),EWS(OPEN),Home State,376394,476550
800120,INSTITUTE OF TECHNOLOGY &,Electronics and Communication,OPEN,All India,376520,411475
800010,"UNITED COLLEGE OF ENGINEERING &
RESEARCH,ALLAHABAD (0010)",Computer Science and Engineering (Shift I),OPEN,Home State,376731,828737
800192,"G.L. BAJAJ INSTITUTE OF  TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR
(0192)",Computer Science and Engineering(Data Science) (Shift I),EWS(OPEN),Home State,376834,395013
800231,"R.D.ENGINEERING COLLEGE,GHAZIABAD (0231)",Information Technology (Shift I),OPEN,All India,376923,376923
801512,"Lucknow University, Lucknow (1512)",Mechanical Engineering (Shift I),EWS(OPEN),Home State,377048,451296
800029,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT.
OF ENGG. & TECHNOLOGY),GHAZIABAD (0029)",Information Technology (Shift I),SC,Home State,377437,571712
800052,"INSTITUTE OF ENGINEERING &
TECHNOLOGY,LUCKNOW (0052)",Civil Engineering (Shift I),OPEN(PH),Home State,377769,377769
800786,"MANGALMAY INSTITUTE OF
TECHNOLOGY,GAUTAM BUDDH NAGAR (0786)","Computer Science and Engineering (Shift
I)(FW)",OPEN(TF),Home State,377849,377849
800735,"RAJKIYA ENGINEERING COLLEGE,BIJNOR (0735)",Electrical Engineering (Shift I),BC(AF),Home State,392451,392451
800361,"R.R.INSTITUTE OF MODERN
TECHNOLOGY,LUCKNOW (0361)",Computer Science And Design (Shift I),OPEN,All India,377867,756471
800132,"GREATER NOIDA INSTITUTE OF
TECHNOLOGY,GAUTAM BUDDH NAGAR (0132)",Computer Science and Engineering (Shift I),OPEN,Home State,378151,830633
801512,"Lucknow University, Lucknow (1512)",Electrical Engineering (Shift I),SC,Home State,379050,698376
801503,"M. J. P. Ruhelkhand University, Bareilly (1503)",Chemical Engineering (Shift I),OPEN,Home State,379713,459834
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)",Computer Science (Hindi) (Shift I),BC,Home State,379914,817886
800485,"S.R.INSTITUTE OF MANAGEMENT &
TECHNOLOGY,LUCKNOW (0485)",Electrical & Electronics Engineering (Shift I),OPEN,All India,379921,626326
801508,"Bundelkhand University, Jhansi (1508)",Food Technology (Shift I),OPEN(GIRL),Home State,380164,380164
800133,"NOIDA INSTITUTE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0133)",Computer Science and Engineering (Shift I),EWS(OPEN),Home State,380260,575693
800110,"INSTITUTE OF ENGG. & RURAL
TECHNOLOGY,ALLAHABAD (0110)",Mechanical Engineering (Shift I),BC(Girl),Home State,381584,430845
800097,"GALGOTIA'S COLLEGE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0097)","Artificial Intelligence And Machine
Learning (Shift I)",BC(Girl),Home State,382471,444901
800133,"NOIDA INSTITUTE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0133)",Computer Science and Engineering (Shift I),BC(Girl),Home State,384006,650020
800342,"UNITED COLLEGE OF ENGINEERING &
MANAGEMENT,ALLAHABAD (0342)",Computer Science and Engineering (Shift I),OPEN,All India,384475,581360
801502,"Veer Bahadur Singh Purvanchal University,
Jaunpur (1502)",Computer Science and Engineering (Shift I),SC,Home State,384539,833675
800719,"AXIS INSTITUTE OF TECHNOLOGY &
MANAGEMENT,KANPUR (0719)","Computer Science and Engineering(Data
Science) (Shift I)",OPEN,All India,384632,384632
801502,"Veer Bahadur Singh Purvanchal University,
Jaunpur (1502)",Computer Science and Engineering (Shift I),BC(Girl),Home State,384719,616307
800192,"G.L. BAJAJ INSTITUTE OF  TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR
(0192)","Computer Science and Engineering(Artificial Intelligence &
Machine Learning)  (Shift I)",BC(Girl),Home State,384817,618843
801512,"Lucknow University, Lucknow (1512)","Computer Science & Engineering (Artificial
Intelligence) (Shift I)",SC(Girl),Home State,384927,401474
800737,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR
NAGAR (0737)",Information Technology (Shift I),ST,Home State,385283,567952
800032,"ABES ENGG.COLLEGE,GHAZIABAD (0032)","Computer Science and Engineering(Data
Science) (Shift I)",BC(Girl),Home State,385395,611120
801510,"Dr. Bhim Rao Ambedkar University, Agra (1510)","Electronics and Communication
Engineering (Shift I)",OPEN,Home State,385645,802092
800736,"RAJKIYA ENGINEERING COLLEGE,AZAMGARH
(0736)",Civil Engineering (Shift I),SC(Girl),Home State,387679,585412
800187,"FEROZ GANDHI INSTITUTE OF ENGINEERING
&TECHNOLOGY,RAIBAREILLY (0187)",Computer Science and Engineering (Shift I),BC,Home State,388303,684382
800735,"RAJKIYA ENGINEERING COLLEGE,BIJNOR (0735)",Civil Engineering (Shift I),SC(Girl),Home State,388554,652176
800230,"DRONACHARYA GROUP OF
INSTITUTIONS,GAUTAM BUDDH NAGAR (0230)","Computer Science and Information
Technology (Shift I)",OPEN,All India,388758,693438
,-736,,,,,
800736,"RAJKIYA ENGINEERING COLLEGE,AZAMGARH
(0736)",Mechanical Engineering (Shift I),BC(Girl),Home State,389851,436133
801502,"Veer Bahadur Singh Purvanchal University,
Jaunpur (1502)",Computer Science and Engineering (Shift I),BC,Home State,390086,479472
800032,"ABES ENGG.COLLEGE,GHAZIABAD (0032)","Computer Science and Engineering(Data
Science) (Shift I)",BC,Home State,390345,838295
800097,"GALGOTIA'S COLLEGE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0097)","Computer Science and Engineering(Data
Science) (Shift I)",SC,Home State,390435,678701
801501,"Dr. Rammanohar Lohiya University, Ayodhya
(1501)",Civil Engineering (Shift I),OPEN(GIRL),Home State,391528,633832
800736,"RAJKIYA ENGINEERING COLLEGE,AZAMGARH
(0736)",Information Technology (Shift I),BC(AF),Home State,267403,267403
800841,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA
(0841)",Electronics Engineering (Shift I),SC,Home State,391809,751106
800382,"KAMLA NEHRU INSTITUTE OF PHYSICAL &
SOCIAL SCIENCES,SULTANPUR (0382)",Computer Science and Engineering (Shift I),OPEN(AF),Home State,391819,391819
800032,"ABES ENGG.COLLEGE,GHAZIABAD (0032)",Mechanical Engineering (Shift I),OPEN,All India,391856,391856
800192,"G.L. BAJAJ INSTITUTE OF  TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR
(0192)",Information Technology (Shift I),EWS(OPEN),Home State,391966,553937
800192,"G.L. BAJAJ INSTITUTE OF  TECHNOLOGY &
MANAGEMENT,GAUTAM BUDDH NAGAR (0192)",Computer Science and Engineering (Artificial Intelligence) (Shift I),BC,Home State,391969,699054
800736,"RAJKIYA ENGINEERING COLLEGE,AZAMGARH
(0736)",Mechanical Engineering (Shift I),SC,Home State,392664,722245
800422,"BANSAL INSTITUTE OF ENGINEERING &
TECHNOLOGY,LUCKNOW (0422)",Electrical Engineering (Shift I),OPEN,All India,393510,806865
800192,"G.L. BAJAJ INSTITUTE OF  TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR
(0192)",Computer Science and Engineering(Data Science) (Shift I),BC(Girl),Home State,393580,481008
800839,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ
(0839)",Electronics Engineering (Shift I),SC(Girl),Home State,395732,556188
800068,"MEERUT INSTITUTE OF ENGINEERING &
TECHNOLOGY,MEERUT (0068)",Information Technology (Shift I),OPEN,All India,396412,777405
800068,"MEERUT INSTITUTE OF ENGINEERING &
TECHNOLOGY,MEERUT (0068)","Computer Science and Engineering
(Artificial Intelligence) (Shift I)",OPEN(GIRL),Home State,396784,517969
801508,"Bundelkhand University, Jhansi (1508)","Electronics and Communication
Engineering (Shift I)",EWS(OPEN),Home State,396889,547784
800361,"R.R.INSTITUTE OF MODERN
TECHNOLOGY,LUCKNOW (0361)",Information Technology (Shift I)(FW),OPEN(TF),Home State,396948,483943
800737,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR
NAGAR (0737)",Civil Engineering (Shift I),SC(Girl),Home State,397025,568267
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)","Computer Science and Engineering(Data
Science) (Shift I)",SC,Home State,397147,673026
800133,"NOIDA INSTITUTE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0133)",Computer Science and Engineering (Shift I),SC,Home State,397149,691744
800095,"MAHATAMA GANDHI MISSION COLLEGE OF
ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR (0095)",Computer Science and Engineering (Shift I)(FW),OPEN(TF),Home State,397569,464070
800110,INSTITUTE OF ENGG. & RURAL,Electrical Engineering (Shift I),SC(Girl),Home State,397674,567713
801511,"Khwaja Moinuddin Chisti Urdu Arbi-Pharsi
University, Lucknow (1511)",Computer Science and Engineering (Shift I),EWS(OPEN),Home State,398461,535574
801507,"Chhatrapati Sahu Ji Maharaj University, Kanpur
(1507)","Computer Science & Engineering (Artificial
Intelligence) (Shift I)",SC(Girl),Home State,399167,399167
800715,"SR GROUP OF INSTITUTIONS(COLLEGE OF ENGINEERING MANAGEMENT &
TECHNOLOGY),JHANSI (0715)",Electrical Engineering (Shift I),OPEN,All India,400301,661163
800216,"IIMT COLLEGE OF ENGINEERING,GAUTAM
BUDDH NAGAR (0216)",Information Technology (Shift I)(FW),OPEN(TF),Home State,400707,419021
800068,"MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT (0068)","Computer Science and Engineering(Artificial Intelligence &
Machine Learning)  (Shift I)",OPEN(GIRL),Home State,401572,443574
800132,"GREATER NOIDA INSTITUTE OF
TECHNOLOGY,GAUTAM BUDDH NAGAR (0132)",Civil Engineering (Shift I),OPEN,All India,402870,402870
800068,"MEERUT INSTITUTE OF ENGINEERING &
TECHNOLOGY,MEERUT (0068)","Computer Science and Engineering
(Artificial Intelligence) (Shift I)",OPEN,Home State,402883,548799
800187,"FEROZ GANDHI INSTITUTE OF ENGINEERING
&TECHNOLOGY,RAIBAREILLY (0187)",Computer Science and Engineering (Shift I),EWS(OPEN),Home State,403233,683406
800054,"B.B.D NATIONAL INSTITUTE OF TECH. &
MANAGEMENT,LUCKNOW (0054)","Electronics and Communication
Engineering (Shift I)",OPEN,All India,403389,490273
800502,"DEV BHOOMI GROUP OF
INSTITUTIONS,SAHARANPUR (0502)",Computer Science and Engineering (Shift I),OPEN,All India,403869,829070
800839,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ
(0839)",Civil Engineering (Shift I),BC(Girl),Home State,403948,430591
800737,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR
NAGAR (0737)",Electrical Engineering (Shift I),BC(AF),Home State,456785,456785
800010,"UNITED COLLEGE OF ENGINEERING &
RESEARCH,ALLAHABAD (0010)","Electronics and Communication
Engineering (Shift I)",OPEN,All India,403986,569865
,NAGAR (0737),,,,,
800192,"G.L. BAJAJ INSTITUTE OF  TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR
(0192)",Computer Science and Engineering (Shift I),SC(Girl),Home State,404690,404690
800164,"PRANVEER SINGH INSTITUTE OF
TECHNOLOGY,KANPUR (0164)","Artificial Intelligence (AI) And Data Science
(Shift I)",OPEN,All India,404894,654624
801501,"Dr. Rammanohar Lohiya University, Ayodhya
(1501)",Computer Science and Engineering (Shift I),SC,Home State,407130,549695
800737,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR
NAGAR (0737)",Electrical Engineering (Shift I),SC(Girl),Home State,407245,631978
800091,"J.S.S. ACADEMY OF TECHNICAL
EDUCATION,GAUTAM BUDDH NAGAR (0091)",Civil Engineering (Shift I),OPEN(GIRL),Home State,409208,712597
800192,"G.L. BAJAJ INSTITUTE OF  TECHNOLOGY &
MANAGEMENT,GAUTAM BUDDH NAGAR (0192)",Artificial Intelligence And Machine Learning (Shift I),OPEN,Home State,411186,719155
800054,"B.B.D NATIONAL INSTITUTE OF TECH. &
MANAGEMENT,LUCKNOW (0054)",Computer Science and Engineering (Shift I),OPEN(GIRL),Home State,411235,744939
800097,"GALGOTIA'S COLLEGE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0097)","Artificial Intelligence And Machine
Learning (Shift I)",SC,Home State,411660,411660
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)","Electronics and Communication
Engineering (Shift I)",OPEN(AF),Home State,412105,412105
801501,"Dr. Rammanohar Lohiya University, Ayodhya
(1501)",Information Technology (Shift I),BC,Home State,412291,620277
800044,"UTTAR PRADESH TEXTILE TECHNOLOGY
INSTITUTE,KANPUR (0044)",Textile Chemistry (Shift I),OPEN(GIRL),Home State,412852,531797
800029,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT.
OF ENGG. & TECHNOLOGY),GHAZIABAD (0029)","Computer Science and Information
Technology (Shift I)",ST,Home State,413123,413123
800056,"BABU BANARASI DAS NORTHERN INDIA
INSTITUTE OF TECHNOLOGY,LUCKNOW (0056)",Information Technology (Shift I),OPEN,All India,413150,413150
800133,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR (0133)","Computer Science and Engineering(Artificial Intelligence &
Machine Learning)  (Shift I)",OPEN,Home State,413729,772481
800360,"GOEL INSTITUTE OF TECHNOLOGY &
MANAGEMENT,LUCKNOW (0360)",Electrical Engineering (Shift I),OPEN,All India,413939,589127
801512,"Lucknow University, Lucknow (1512)",Civil Engineering (Shift I),SC(Girl),Home State,414746,510807
800192,"G.L. BAJAJ INSTITUTE OF  TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR
(0192)",Artificial Intelligence (AI) And Data Science (Shift I),OPEN(GIRL),Home State,414860,448829
800485,"S.R.INSTITUTE OF MANAGEMENT &
TECHNOLOGY,LUCKNOW (0485)","Electrical & Electronics Engineering (Shift
I)(FW)",OPEN(TF),Home State,414974,698750
800498,"DELHI INSTITUTE OF ENGINEERING &
TECHNOLOGY,MEERUT (0498)",Computer Science and Engineering (Shift I),OPEN,All India,415987,415987
800192,"G.L. BAJAJ INSTITUTE OF  TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR
(0192)",Computer Science and Engineering (Artificial Intelligence) (Shift I),EWS(OPEN),Home State,416682,693657
800033,"RAJ KUMAR GOEL INSTT. OF
TECHNOLOGY,GHAZIABAD (0033)",Information Technology (Shift I),OPEN,All India,416882,742015
800840,"RAJKIYA ENGINEERING COLLEGE,MAINPURI
(0840)",Civil Engineering (Shift I),SC,Home State,417250,687414
801512,"Lucknow University, Lucknow (1512)",Mechanical Engineering (Shift I),OPEN(AF),Home State,418034,418034
800187,"FEROZ GANDHI INSTITUTE OF ENGINEERING
&TECHNOLOGY,RAIBAREILLY (0187)",Aeronautical Engineering (Shift I),SC(Girl),Home State,418128,418128
800719,"AXIS INSTITUTE OF TECHNOLOGY &
MANAGEMENT,KANPUR (0719)","Computer Science and
Engineering(Artificial Intelligence &",OPEN(TF),Home State,420094,630596
800164,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR (0164)","Computer Science and Engineering(Internet of Things) (Shift
I)(FW)",OPEN(TF),Home State,421393,482998
801501,"Dr. Rammanohar Lohiya University, Ayodhya
(1501)",Mechanical Engineering (Shift I),OPEN(GIRL),Home State,422860,422860
800110,"INSTITUTE OF ENGG. & RURAL
TECHNOLOGY,ALLAHABAD (0110)",Mechanical Engineering (Shift I),BC,Home State,422895,561598
800110,"INSTITUTE OF ENGG. & RURAL
TECHNOLOGY,ALLAHABAD (0110)","Instrumentation and Control Engineering
(Shift I)",OPEN,Home State,423722,823411
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)",Computer Science (Hindi) (Shift I),EWS(OPEN),Home State,424568,424568
801501,"Dr. Rammanohar Lohiya University, Ayodhya
(1501)",Electrical Engineering (Shift I),OPEN(GIRL),Home State,424911,424911
801511,"Khwaja Moinuddin Chisti Urdu Arbi-Pharsi University, Lucknow (1511)","Computer Science and Engineering(Artificial Intelligence &
Machine Learning)  (Shift I)",OPEN(GIRL),Home State,426644,532245
800422,"BANSAL INSTITUTE OF ENGINEERING &
TECHNOLOGY,LUCKNOW (0422)",Information Technology (Shift I),OPEN,All India,427024,780462
801510,"Dr. Bhim Rao Ambedkar University, Agra (1510)",Civil Engineering (Shift I),OPEN(GIRL),Home State,428207,485537
800052,"INSTITUTE OF ENGINEERING &
TECHNOLOGY,LUCKNOW (0052)","Electronics and Communication
Engineering (Shift I)",ST(AF),Home State,428600,428600
801505,"D. D. U. Gorakhpur University, Gorakhpur
(1505)",Mechanical Engineering (Shift I),OPEN(GIRL),Home State,428924,428924
800802,"NITRA TECHNICAL CAMPUS,GHAZIABAD (0802)",Computer Science and Engineering (Shift I),BC(AF),Home State,296103,296103
800091,"J.S.S. ACADEMY OF TECHNICAL
EDUCATION,GAUTAM BUDDH NAGAR (0091)",Mechanical Engineering (Shift I),OPEN,Home State,429967,680661
800840,"RAJKIYA ENGINEERING COLLEGE,MAINPURI
(0840)",Mechanical Engineering (Shift I),BC(Girl),Home State,430582,439125
800091,"J.S.S. ACADEMY OF TECHNICAL
EDUCATION,GAUTAM BUDDH NAGAR (0091)",Computer Science and Engineering (Shift I),SC(AF),Home State,430760,430760
800068,"MEERUT INSTITUTE OF ENGINEERING &
TECHNOLOGY,MEERUT (0068)",Mechanical Engineering (Shift I),OPEN,All India,431651,703217
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)","Electronics and Communication
Engineering (Shift I)",SC(Girl),Home State,431694,770967
800044,"UTTAR PRADESH TEXTILE TECHNOLOGY
INSTITUTE,KANPUR (0044)",Textile Chemistry (Shift I),OPEN,Home State,432243,697297
800192,"G.L. BAJAJ INSTITUTE OF  TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR
(0192)",Information Technology (Shift I),OPEN(AF),Home State,434622,444181
800109,"ALIGARH COLLEGE OF ENGG. & TECH,ALIGARH
(0109)","Electronics and Communication
Engineering (Shift I)",OPEN,All India,434754,434754
800221,"INSTITUTE OF ENGINEERING &
TECHNOLOGY,SITAPUR (0221)",Computer Science and Engineering (Shift I),OPEN(GIRL),Home State,435291,492234
800091,"J.S.S. ACADEMY OF TECHNICAL
EDUCATION,GAUTAM BUDDH NAGAR (0091)",Mechanical Engineering (Shift I),OPEN(GIRL),Home State,435638,511991
801512,"Lucknow University, Lucknow (1512)",Computer Science and Engineering (Shift I),OPEN(PH),Home State,440333,440333
800097,GALGOTIA'S COLLEGE OF ENGG. &,Computer Science And Design (Shift I),SC,Home State,440343,440343
800473,"G.C.R.G. MEMORIAL TRUST'S GROUP OF INSTITUTIONS, FACULTY OF
ENGINEERING,LUCKNOW (0473)",Computer Science and Engineering (Shift I)(FW),OPEN(TF),Home State,440987,440987
800498,DELHI INSTITUTE OF ENGINEERING &,Computer Science and Engineering (Shift,OPEN(TF),Home State,441060,441060
800165,"KANPUR INSTITUTE OF TECHNOLOGY,KANPUR (0165)","Computer Science and Engineering(Artificial Intelligence &
Machine Learning)  (Shift I)(FW)",OPEN(TF),Home State,441224,441224
800839,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ
(0839)",Computer Science and Engineering (Shift I),ST,Home State,443759,443759
800010,"UNITED COLLEGE OF ENGINEERING & RESEARCH,ALLAHABAD (0010)","Computer Science and Engineering(Artificial Intelligence &
Machine Learning)  (Shift I)",OPEN,Home State,444325,590251
800133,"NOIDA INSTITUTE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0133)",Computer Science (Shift I),EWS(OPEN),Home State,444440,635587
800840,"RAJKIYA ENGINEERING COLLEGE,MAINPURI
(0840)",Civil Engineering (Shift I),EWS(OPEN),Home State,444959,493843
801501,"Dr. Rammanohar Lohiya University, Ayodhya
(1501)",Information Technology (Shift I),SC,Home State,445284,708161
800187,"FEROZ GANDHI INSTITUTE OF ENGINEERING
&TECHNOLOGY,RAIBAREILLY (0187)",Computer Science and Engineering (Shift I),SC,Home State,445377,599494
800221,"INSTITUTE OF ENGINEERING &
TECHNOLOGY,SITAPUR (0221)",Electrical & Electronics Engineering (Shift I),OPEN,All India,445549,592951
800097,"GALGOTIA'S COLLEGE OF ENGG. &
TECHNOLOGY,GAUTAM BUDDH NAGAR (0097)","Computer Science and Engineering(Data
Science) (Shift I)",SC(Girl),Home State,445646,445646
800027,"AJAY KUMAR GARG ENGG.
COLLEGE,GHAZIABAD (0027)",Computer Science (Hindi) (Shift I),BC(Girl),Home State,445763,445763
800220,"HI-TECH. INSTITUTE OF ENGINEERING
&TECHNOLOGY,GHAZIABAD (0220)","Computer Science and Engineering (Shift
I)(FW)",OPEN(TF),Home State,446883,771188
